COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,Label
0.434401367183502,0.012387286715836,0.041220625629076,0.028865579972976,0.018421717070024,0.009467440035833,0.01819663591924,0.020341109797318,0.007656456482779,0.005390658375274,0.008360604617925,0.010019263894066,0.010264251083554,0.008146722151343,0.006591955785915,0.004853025061848,0.005491784786127,0.00501583012909,0.003299811127543,0.003316447613015,0.004674885743484,0.00298124392598,0.003478585434033,0.003660478238317,0.002501342520804,0.001677189338613,0.002552188300825,0.001177157131264,0.000414173878788,0.001144463624675,0.001335351322145,1.67256943966758E-06,0
0.451083710178685,0.467546762650576,0.202567941046758,0.114530592536793,0.147346828128868,0.137454647203226,0.045983706094664,0.083660580240169,0.087220843342698,0.047324589894303,0.033907549468502,0.06096784667374,0.057710001016214,0.022848075694179,0.035015543967068,0.050383724849068,0.02865497202093,0.015959803716997,0.034769928160879,0.032061419082038,0.012261748871532,0.014362397510039,0.026582826267966,0.015267026240145,0.007667369115821,0.013737804459856,0.013402003573077,0.005959827041432,0.005503188832308,0.006007468056683,0.005150171990754,1.85429440169728E-06,0
0.432262347185079,0.008677213899797,0.005176124367539,0.004935722457196,0.006212912320597,0.001235121362624,0.001276206650973,0.002500033379772,0.001638758059393,0.003460025607202,0.001263290460498,0.001639786442206,0.000823814538314,0.000357049553066,0.001375610788913,0.00052988634479,0.000727586964961,0.000157087322411,0.000596404080109,0.000554465734699,0.000468848588618,0.000256015392744,0.000154337045722,8.73761810306314E-05,0.000312120834413,0.000118839425065,1.0808965622727E-05,0.00019938067373,7.70291087866228E-05,3.08303206929721E-05,0.000145511834588,7.81717756395154E-06,0
0.42483914769087,0.012674454768316,0.009866856237039,0.006558334010668,0.014197489934771,0.013579301931567,0.008313826742105,0.009660385386762,0.008462686294052,0.00638588836745,0.006073923771356,0.005052086266045,0.002790768828316,0.002723895129471,0.001749554212369,0.001085972765292,0.000658177993289,0.000777184168561,0.001093268809908,0.001242770971227,0.000484403358108,0.000383340283816,0.000212919371578,0.000314759808454,0.000571375014949,0.000582749135169,0.000338071796686,9.89710744070531E-05,0.000334958943186,0.000187377274158,0.000162856902374,8.92889682545063E-06,0
0.437069048603888,0.002410498933511,0.006188866282866,0.001982490984447,0.006389815736207,0.005847903635527,0.001115507614136,0.007398807986086,0.005318069285398,0.004456467615367,0.004764180229392,0.002118799412045,0.001700497674817,0.001296506164163,0.000353871022255,0.000851262610418,0.000385629876741,0.001076968639333,0.000773138022905,0.001208637660411,0.000718792633124,0.000114672286894,0.000509286254758,0.000309486627031,0.001192003456612,0.001121502850464,0.000307216942813,0.00052342385921,0.000132566008878,0.000191219087638,0.000224980656318,9.01585552934698E-06,0
0.466030918843282,0.036279592922497,0.007741633282192,0.006587126680467,0.004059522126133,0.003483542777426,0.010769948829357,0.008286517480209,0.003767380185341,0.006356187972957,0.003935756744302,0.004046367407829,0.005269852174992,0.003273519605035,0.000413330045936,0.001219009258701,0.000741986620907,0.000873546371781,0.000867460819057,0.000542193218783,0.001092993288439,0.000147356807414,0.000387347638312,0.000687816467523,0.000499917488741,7.7736877617809E-05,0.000899056235609,0.000207365599006,0.000623398006405,0.00067515420647,0.000303173384119,1.0214348807975E-05,0
0.448892089646563,0.021334601897152,0.012276161995401,0.002830358055126,0.007064262680688,0.003914799685588,0.004288134322722,0.007255411232624,0.004052046033647,0.007474764170095,0.005977960040604,0.002500485524281,0.000599569041173,0.000380276788658,0.000716972932906,0.000363799789913,0.00065394151242,0.000356949622542,0.000457317529867,0.000862144815558,0.000300955919969,0.000859224099874,0.001407936318413,0.000153164967544,0.000861934471919,0.000235500709362,0.000493230985657,0.000356636672032,0.000314659064478,0.000533441749649,0.000499123479711,1.1276282773851E-05,0
0.4451532595261,0.00579943592188,0.010559487285814,0.014876622537641,0.014647631305927,0.003965161851302,0.006310067885996,0.001370295997437,0.005970116952361,0.004844188469929,0.001132104456725,0.003584886918055,0.001107188951493,0.002801259590205,0.001166498538668,0.001558336743542,0.001332343495191,0.001260105863074,0.000546354498926,0.001153050394999,0.000672660881557,0.000645226233387,0.001317456457075,0.001271974868153,0.000463207055387,0.000466798949506,0.000448218040622,0.000212448382727,0.000558006511439,0.000276660000264,0.000187856924426,1.37866474476353E-05,0
0.467553863346196,0.019573846488092,0.019086497174499,0.016561136853717,0.013737205756809,0.002113401305213,0.004982200577769,0.009004301885272,0.006123130817068,0.011364609069942,0.004708779398761,0.000294436621278,0.003877101088687,0.002569592804355,0.002667283826684,0.002345754141789,0.001449043915054,0.001162723722803,0.001045109845303,0.000735809572645,0.000708239971621,0.000445048882691,0.000616707535534,0.00099370972615,0.001957769962565,0.000784797544032,0.001089202257519,0.000806159909859,0.000199789295127,0.000456880260398,0.00048022038558,1.62310219439566E-05,0
0.42172563233643,0.029949014926181,0.023486494276398,0.011899317787052,0.0142423284728,0.005632633033874,0.000750459603967,0.005593258386217,0.002619372116399,0.001444107176008,0.00283318231623,0.003714317466322,0.001535732249615,0.002528156071916,0.000746221538078,0.000553810668718,0.000390568317081,0.000546036276372,0.000658239137874,0.000647591234458,0.000455892913512,0.000341745676155,0.000107032466416,8.8137192072436E-05,0.000329471370138,0.000715926449086,0.000383767405006,9.27150044821225E-05,0.000180069212194,0.000310608079695,0.000157508689411,1.66154403016423E-05,0
